标题,开发商,房子信息,发布信息,售价/万,单价
劲力蓝色理想 3室1厅 东南,劲力蓝色理想 -航天,3室1厅 | 126.21平米 | 东南 | 精装 | 低楼层(共32层) | 2006年建 | 板塔结合,11人关注 / 4个月以前发布,116,"9,192元/平"
龙城国际 3室2厅 东南,龙城国际 -橡树湾,3室2厅 | 136.81平米 | 东南 | 毛坯 | 中楼层(共10层) | 2013年建 | 板塔结合,67人关注 / 一年前发布,190,"13,888元/平"
8号公馆 4室2厅 东南,8号公馆 -光华大道沿线,4室2厅 | 127.39平米 | 东南 | 简装 | 中楼层(共8层) | 2014年建 | 板塔结合,19人关注 / 5个月以前发布,218,"17,113元/平"
楠贵坊 3室2厅 东南,楠贵坊 -丽都,3室2厅 | 64.73平米 | 东南 | 精装 | 高楼层(共16层) | 2009年建 | 板楼,29人关注 / 5个月以前发布,110,"16,994元/平"
森宇音乐花园 5室2厅 东南,森宇音乐花园 -花都大道,5室2厅 | 221.17平米 | 东南 | 毛坯 | 高楼层(共6层) | 2004年建 | 板楼,18人关注 / 9个月以前发布,222,"10,038元/平"
成科路9号院 2室2厅 东南,成科路9号院 -棕北,2室2厅 | 69.04平米 | 东南 | 毛坯 | 低楼层(共6层)  | 板楼,1人关注 / 8天以前发布,86,"12,457元/平"
四季映像 3室1厅 东北,四季映像 -大面,3室1厅 | 74.2平米 | 东北 | 其他 | 中楼层(共33层) | 2012年建 | 板塔结合,0人关注 / 7天以前发布,113,"15,230元/平"
君雁优禾 3室2厅 西南,君雁优禾 -东升镇,3室2厅 | 136.66平米 | 西南 | 精装 | 低楼层(共6层)  | 板楼,143人关注 / 8个月以前发布,110,"8,050元/平"
北辰南湖香麓 3室1厅 东 北,北辰南湖香麓 -南湖,3室1厅 | 109.41平米 | 东 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,3人关注 / 6天以前发布,210,"19,194元/平"
地矿人家 3室2厅 东南,地矿人家 -郫县城区,3室2厅 | 119.5平米 | 东南 | 毛坯 | 中楼层(共18层) | 2000年建 | 板塔结合,0人关注 / 7天以前发布,76,"6,360元/平"
湟普国际 1室1厅 南,湟普国际 -光华大道沿线,1室1厅 | 53.3平米 | 南 | 精装 | 高楼层(共32层) | 2016年建 | 板塔结合,7人关注 / 5个月以前发布,69,"12,946元/平"
宇顺莲花坊 3室2厅 南,宇顺莲花坊 -国色天乡,3室2厅 | 102.98平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 6天以前发布,70,"6,798元/平"
江东民居四区 3室1厅 东南,江东民居四区 -莲花,3室1厅 | 101.88平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,14人关注 / 2个月以前发布,163,"16,000元/平"
马鞍东路社区 3室1厅 南,马鞍东路社区 -马鞍路,3室1厅 | 77平米 | 南 | 简装 | 高楼层(共7层) | 1998年建 | 板楼,41人关注 / 7个月以前发布,70,"9,091元/平"
华润橡树湾A区 3室2厅 西南,华润橡树湾A区 -橡树湾,3室2厅 | 54.1平米 | 西南 | 精装 | 高楼层(共34层) | 2013年建 | 板塔结合,21人关注 / 4个月以前发布,98,"18,115元/平"
天合凯旋城 4室2厅 南,天合凯旋城 -贝森,4室2厅 | 195.4平米 | 南 | 精装 | 高楼层(共29层) | 2008年建 | 板楼,19人关注 / 一年前发布,450,"23,030元/平"
春韵怡苑 5室1厅 东南,春韵怡苑 -温江老城,5室1厅 | 133.45平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,24人关注 / 一年前发布,92,"6,894元/平"
天来国际文化广场 3室2厅 东北,天来国际文化广场 -温江新城,3室2厅 | 121.38平米 | 东北 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,21人关注 / 6个月以前发布,155,"12,770元/平"
玉沙路43号 3室1厅 东南,玉沙路43号 -草市街,3室1厅 | 76.69平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,133人关注 / 8个月以前发布,68.5,"8,933元/平"
闲山悦一区 3室2厅 东南,闲山悦一区 -都江堰,3室2厅 | 93.75平米 | 东南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 4天以前发布,60.5,"6,454元/平"
首开龙湖紫云赋 4室2厅 东南,首开龙湖紫云赋 -郫县城区,4室2厅 | 146.2平米 | 东南 | 精装 | 高楼层(共17层)  | 塔楼,2人关注 / 6天以前发布,259,"17,716元/平"
美洲花园一期 2室1厅 南,美洲花园一期 -新北,2室1厅 | 84.43平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,12人关注 / 2个月以前发布,150,"17,767元/平"
春天大道 4室1厅 南,春天大道 -光华大道沿线,4室1厅 | 176.92平米 | 南 | 精装 | 高楼层(共24层) | 2009年建 | 板塔结合,14人关注 / 5个月以前发布,252,"14,244元/平"
佳乐澜郡夏宫 3室1厅 西,佳乐澜郡夏宫 -毗河,3室1厅 | 113.33平米 | 西 | 毛坯 | 高楼层(共32层) | 2019年建 | 板塔结合,1人关注 / 7天以前发布,127,"11,207元/平"
天合凯旋天际湾 3室2厅 东 东南,天合凯旋天际湾 -光华泡小,3室2厅 | 114.33平米 | 东 东南 | 精装 | 高楼层(共35层) | 2011年建 | 塔楼,0人关注 / 4天以前发布,405,"35,424元/平"
祥和里225号 4室2厅 东,祥和里225号 -猛追湾,4室2厅 | 124.91平米 | 东 | 简装 | 中楼层(共7层) | 1998年建 | 板楼,3人关注 / 2个月以前发布,150,"12,009元/平"
玉林七巷 3室1厅 南,玉林七巷 -玉林,3室1厅 | 70.1平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,2人关注 / 7天以前发布,105,"14,979元/平"
劲力蓝色理想 3室1厅 东南,劲力蓝色理想 -航天,3室1厅 | 126.21平米 | 东南 | 精装 | 低楼层(共32层) | 2006年建 | 板塔结合,11人关注 / 4个月以前发布,116,"9,192元/平"
龙城国际 3室2厅 东南,龙城国际 -橡树湾,3室2厅 | 136.81平米 | 东南 | 毛坯 | 中楼层(共10层) | 2013年建 | 板塔结合,67人关注 / 一年前发布,190,"13,888元/平"
玉沙路43号 3室1厅 东南,玉沙路43号 -草市街,3室1厅 | 76.69平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,133人关注 / 8个月以前发布,68.5,"8,933元/平"
天合凯旋天际湾 3室2厅 东 东南,天合凯旋天际湾 -光华泡小,3室2厅 | 114.33平米 | 东 东南 | 精装 | 高楼层(共35层) | 2011年建 | 塔楼,0人关注 / 4天以前发布,405,"35,424元/平"
花桥雅苑 3室1厅 东南 西北,花桥雅苑 -新津,3室1厅 | 110.21平米 | 东南 西北 | 毛坯 | 高楼层(共6层) | 2017年建 | 板塔结合,0人关注 / 6天以前发布,55,"4,991元/平"
恋日家园G区 3室1厅 西北,恋日家园G区 -洪河,3室1厅 | 133.16平米 | 西北 | 精装 | 高楼层(共6层) | 2003年建 | 板楼,16人关注 / 5个月以前发布,156,"11,716元/平"
沙河新城 3室2厅 西北,沙河新城 -李家沱,3室2厅 | 122.16平米 | 西北 | 简装 | 高楼层(共18层) | 2005年建 | 塔楼,23人关注 / 8个月以前发布,179,"14,653元/平"
双楠融域 5室2厅 东,双楠融域 -外双楠,5室2厅 | 188.7平米 | 东 | 简装 | 6层 | 2008年建 | 板楼,3人关注 / 1个月以前发布,298,"15,793元/平"
景馨园 5室2厅 南,景馨园 -猛追湾,5室2厅 | 248.84平米 | 南 | 精装 | 低楼层(共4层) | 2000年建 | 板楼,141人关注 / 10个月以前发布,230,"9,243元/平"
芙蓉古城唐风区 6室2厅 东南,芙蓉古城唐风区 -永宁,6室2厅 | 206.06平米 | 东南 | 毛坯 | 低楼层(共3层) | 2000年建 | 板楼,132人关注 / 一年前发布,182,"8,833元/平"
凤凰林溪郡 5室2厅 南 北,凤凰林溪郡 -光华大道沿线,5室2厅 | 231.4平米 | 南 北 | 毛坯 | 低楼层(共6层) | 2010年建 | 板塔结合,33人关注 / 5个月以前发布,260,"11,236元/平"
和谐家园 3室2厅 西北,和谐家园 -茶店子,3室2厅 | 150.83平米 | 西北 | 简装 | 高楼层(共18层) | 2006年建 | 板塔结合,57人关注 / 一年前发布,196,"12,995元/平"
锦绣街7号 2室1厅 南,锦绣街7号 -棕北,2室1厅 | 65.13平米 | 南 | 毛坯 | 高楼层(共6层) | 1998年建 | 板楼,14人关注 / 7个月以前发布,76,"11,669元/平"
优品道锦绣 5室2厅 南,优品道锦绣 -南湖,5室2厅 | 162.15平米 | 南 | 简装 | 低楼层(共25层)  | 板楼,11人关注 / 3个月以前发布,465,"28,678元/平"
东山国际新城C区 3室2厅 东南,东山国际新城C区 -东山,3室2厅 | 140.51平米 | 东南 | 简装 | 高楼层(共17层) | 2009年建 | 塔楼,0人关注 / 5个月以前发布,145,"10,320元/平"
互利西一巷8号 3室1厅 南,互利西一巷8号 -营门口,3室1厅 | 57.59平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 7天以前发布,55,"9,551元/平"
首航欣程 3室1厅 西北,首航欣程 -棕北,3室1厅 | 87.06平米 | 西北 | 精装 | 高楼层(共32层) | 2014年建 | 塔楼,141人关注 / 9个月以前发布,214,"24,581元/平"
隆鑫十里画卷 3室1厅 东,隆鑫十里画卷 -东升镇,3室1厅 | 120平米 | 东 | 毛坯 | 中楼层(共14层)  | 板楼,0人关注 / 6天以前发布,188,"15,667元/平"
华西大厦 5室2厅 南,华西大厦 -川音,5室2厅 | 215.71平米 | 南 | 简装 | 中楼层(共19层) | 2002年建 | 板楼,10人关注 / 4个月以前发布,220,"10,199元/平"
马鞍北路8号 3室1厅 东南,马鞍北路8号 -马鞍路,3室1厅 | 88.68平米 | 东南 | 简装 | 高楼层(共7层) | 1992年建 | 板楼,4人关注 / 7个月以前发布,79.8,"8,999元/平"
置信丽都花园城C区 4室1厅 西北,置信丽都花园城C区 -新双楠,4室1厅 | 137.98平米 | 西北 | 简装 | 高楼层(共13层) | 2006年建 | 板塔结合,12人关注 / 1个月以前发布,315,"22,830元/平"
罗浮世家二期 3室2厅 东北,罗浮世家二期 -高升桥,3室2厅 | 111.73平米 | 东北 | 简装 | 高楼层(共17层) | 2004年建 | 板塔结合,24人关注 / 10个月以前发布,202,"18,080元/平"
西南电力设计院小区 3室1厅 南,西南电力设计院小区 -猛追湾,3室1厅 | 75.8平米 | 南 | 精装 | 高楼层(共7层) | 2000年建 | 板楼,133人关注 / 一年前发布,85,"11,214元/平"
玉双路8号 3室1厅 东南 南,玉双路8号 -猛追湾,3室1厅 | 76.37平米 | 东南 南 | 简装 | 高楼层(共7层) | 2000年建 | 板楼,1人关注 / 12天以前发布,110,"14,404元/平"
东晖花园四期 3室2厅 南,东晖花园四期 -八里小区,3室2厅 | 85.1平米 | 南 | 精装 | 低楼层(共7层) | 2004年建 | 板楼,42人关注 / 6个月以前发布,105,"12,339元/平"
锦城苑(金牛) 4室2厅 东南,锦城苑(金牛) -茶店子,4室2厅 | 187.37平米 | 东南 | 精装 | 高楼层(共7层) | 1999年建 | 板楼,8人关注 / 一年前发布,205,"10,941元/平"
保利公园198蔷薇郡 5室2厅 东南,保利公园198蔷薇郡 -保利公园,5室2厅 | 189.22平米 | 东南 | 毛坯 | 高楼层(共27层) | 2012年建 | 塔楼,1人关注 / 1个月以前发布,226,"11,944元/平"
鑫苑名家一期 2室1厅 西,鑫苑名家一期 -卓锦城,2室1厅 | 62.46平米 | 西 | 简装 | 低楼层(共34层) | 2011年建 | 板塔结合,26人关注 / 5个月以前发布,98,"15,691元/平"
缤纷翡翠湾 3室2厅 南 北,缤纷翡翠湾 -大丰,3室2厅 | 90.31平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,41人关注 / 一年前发布,99,"10,963元/平"
府河音乐花园 4室2厅 南,府河音乐花园 -华阳,4室2厅 | 224.69平米 | 南 | 精装 | 低楼层(共5层) | 2001年建 | 板塔结合,6人关注 / 2个月以前发布,388,"17,269元/平"
锦宏骏苑南区 4室2厅 南,锦宏骏苑南区 -川音,4室2厅 | 122.77平米 | 南 | 简装 | 低楼层(共11层) | 2004年建 | 塔楼,27人关注 / 5个月以前发布,180,"14,662元/平"
锦城苑(金牛) 4室2厅 东南,锦城苑(金牛) -茶店子,4室2厅 | 187.37平米 | 东南 | 精装 | 高楼层(共7层) | 1999年建 | 板楼,8人关注 / 一年前发布,205,"10,941元/平"
西丁字街5号 2室1厅 西南,西丁字街5号 -盐市口,2室1厅 | 112.35平米 | 西南 | 精装 | 7层 | 2000年建 | 板楼,7人关注 / 一年前发布,248,"22,074元/平"
马鞍北路8号 3室1厅 东南,马鞍北路8号 -马鞍路,3室1厅 | 88.68平米 | 东南 | 简装 | 高楼层(共7层) | 1992年建 | 板楼,4人关注 / 7个月以前发布,79.8,"8,999元/平"
雄飞新园紫郡 3室2厅 西南,雄飞新园紫郡 -市一医院,3室2厅 | 112.55平米 | 西南 | 精装 | 低楼层(共15层) | 2015年建 | 板塔结合,3人关注 / 1个月以前发布,222,"19,725元/平"
天府花园二期 5室1厅 南,天府花园二期 -芳草,5室1厅 | 201.8平米 | 南 | 简装 | 低楼层(共9层) | 1996年建 | 板楼,46人关注 / 一年前发布,260,"12,885元/平"
新桥逸景B区 2室2厅 西南,新桥逸景B区 -金府,2室2厅 | 71.53平米 | 西南 | 简装 | 中楼层(共23层) | 2010年建 | 板塔结合,70人关注 / 8个月以前发布,87,"12,163元/平"
置信丽都花园B区 4室2厅 东南 西北,置信丽都花园B区 -丽都,4室2厅 | 173.18平米 | 东南 西北 | 精装 | 高楼层(共7层) | 2004年建 | 板楼,70人关注 / 8个月以前发布,265,"15,302元/平"
星河名都 3室2厅 东,星河名都 -合江亭,3室2厅 | 150.51平米 | 东 | 简装 | 中楼层(共12层) | 2004年建 | 板楼,39人关注 / 一年前发布,355,"23,587元/平"
金河谷一期 4室2厅 南,金河谷一期 -光华大道沿线,4室2厅 | 136.4平米 | 南 | 精装 | 中楼层(共18层) | 2009年建 | 塔楼,1人关注 / 9天以前发布,206,"15,103元/平"
沙河新城 4室2厅 东北,沙河新城 -李家沱,4室2厅 | 142.21平米 | 东北 | 精装 | 中楼层(共18层) | 2005年建 | 塔楼,98人关注 / 7个月以前发布,220,"15,471元/平"
成都后花园三期 6室1厅 东南,成都后花园三期 -成外,6室1厅 | 216.92平米 | 东南 | 毛坯 | 低楼层(共25层) | 2012年建 | 板塔结合,66人关注 / 11个月以前发布,298,"13,738元/平"
美洲花园三期 3室2厅 东,美洲花园三期 -新北,3室2厅 | 117.11平米 | 东 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,68人关注 / 7个月以前发布,175,"14,944元/平"
新城俊园 3室2厅 东北,新城俊园 -猛追湾,3室2厅 | 103.55平米 | 东北 | 精装 | 高楼层(共11层) | 2003年建 | 板楼,87人关注 / 7个月以前发布,153,"14,776元/平"
外滩 2室1厅 东北,外滩 -九眼桥,2室1厅 | 81.75平米 | 东北 | 简装 | 中楼层(共41层) | 2009年建 | 板塔结合,10人关注 / 8个月以前发布,202,"24,710元/平"
美洲花园棕榈湾 3室2厅 南,美洲花园棕榈湾 -新北,3室2厅 | 105.44平米 | 南 | 精装 | 中楼层(共23层) | 2016年建 | 板楼,22人关注 / 1个月以前发布,213,"20,202元/平"
师大现代花园 4室2厅 西北,师大现代花园 -大面,4室2厅 | 140.6平米 | 西北 | 简装 | 低楼层(共17层) | 2013年建 | 塔楼,3人关注 / 2个月以前发布,218,"15,505元/平"
保利爱尚里 3室1厅 北,保利爱尚里 -大丰,3室1厅 | 99.44平米 | 北 | 毛坯 | 中楼层(共32层)  | 塔楼,23人关注 / 5个月以前发布,137,"13,778元/平"
伊甸阳光 3室1厅 南,伊甸阳光 -航空路,3室1厅 | 115.22平米 | 南 | 简装 | 中楼层(共18层) | 2005年建 | 板塔结合,4人关注 / 1个月以前发布,224,"19,442元/平"
兴元丽都 3室1厅 南,兴元丽都 -新北,3室1厅 | 94.54平米 | 南 | 精装 | 高楼层(共13层) | 2007年建 | 板楼,144人关注 / 9个月以前发布,168,"17,771元/平"
神仙树缤纷 3室1厅 西北,神仙树缤纷 -新北,3室1厅 | 60.65平米 | 西北 | 精装 | 高楼层(共14层) | 2015年建 | 塔楼,5人关注 / 1个月以前发布,153,"25,227元/平"
美洲花园城南公馆 3室1厅 西北,美洲花园城南公馆 -新北,3室1厅 | 112.33平米 | 西北 | 精装 | 中楼层(共11层) | 2010年建 | 板楼,8人关注 / 4个月以前发布,199,"17,716元/平"
黄金时代(永丰路) 4室2厅 南 西南,黄金时代(永丰路) -衣冠庙,4室2厅 | 175.59平米 | 南 西南 | 精装 | 高楼层(共11层) | 2004年建 | 塔楼,44人关注 / 一年前发布,280,"15,947元/平"
锦升苑 3室2厅 东南,锦升苑 -合江亭,3室2厅 | 92.13平米 | 东南 | 简装 | 低楼层(共7层) | 1993年建 | 板楼,132人关注 / 一年前发布,156,"16,933元/平"
清溪南街18号 4室2厅 南,清溪南街18号 -府南新区,4室2厅 | 128.2平米 | 南 | 简装 | 中楼层(共7层) | 1997年建 | 板楼,50人关注 / 一年前发布,104,"8,113元/平"
粼江峰阁 3室2厅 西北,粼江峰阁 -九眼桥,3室2厅 | 140.59平米 | 西北 | 精装 | 低楼层(共30层) | 2006年建 | 板塔结合,7人关注 / 1个月以前发布,333,"23,686元/平"
恒大未来城二期 3室1厅 东南,恒大未来城二期 -光华大道沿线,3室1厅 | 92.91平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,135,"14,531元/平"
蔚蓝卡地亚黑钻 5室2厅 东南 西北,蔚蓝卡地亚黑钻 -郫县城区,5室2厅 | 312.77平米 | 东南 西北 | 毛坯 | 低楼层(共3层) | 2018年建 | 暂无数据,3人关注 / 3个月以前发布,390,"12,470元/平"
上行汇锦 3室1厅 东南,上行汇锦 -合江亭,3室1厅 | 109.49平米 | 东南 | 简装 | 中楼层(共34层) | 2009年建 | 板塔结合,18人关注 / 8个月以前发布,230,"21,007元/平"
时代豪庭三期 3室2厅 西南,时代豪庭三期 -合江亭,3室2厅 | 173.88平米 | 西南 | 精装 | 低楼层(共34层) | 2010年建 | 板塔结合,2人关注 / 2个月以前发布,765,"43,996元/平"
锦苑三期 3室2厅 西南,锦苑三期 -犀浦,3室2厅 | 134.38平米 | 西南 | 简装 | 中楼层(共10层) | 2010年建 | 板塔结合,12人关注 / 4个月以前发布,148,"11,014元/平"
四季康城 3室1厅 南,四季康城 -龙泉驿城区,3室1厅 | 90.04平米 | 南 | 简装 | 高楼层(共18层) | 2013年建 | 板塔结合,1人关注 / 7天以前发布,120,"13,328元/平"
汇厦香悦云庭 3室1厅 西北,汇厦香悦云庭 -花都大道,3室1厅 | 95.89平米 | 西北 | 毛坯 | 低楼层(共16层)  | 板塔结合,0人关注 / 3天以前发布,150,"15,643元/平"
恒大未来城二期 3室1厅 东南,恒大未来城二期 -光华大道沿线,3室1厅 | 92.91平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,135,"14,531元/平"
时代丽都美语 3室2厅 西北,时代丽都美语 -丽都,3室2厅 | 112.41平米 | 西北 | 简装 | 低楼层(共11层) | 2005年建 | 板塔结合,8人关注 / 2个月以前发布,158,"14,056元/平"
光华壹号 3室1厅 南,光华壹号 -万家湾,3室1厅 | 100.45平米 | 南 | 毛坯 | 中楼层(共26层) | 2019年建 | 塔楼,30人关注 / 3个月以前发布,248,"24,689元/平"
水韵天府 2室2厅 东,水韵天府 -五块石,2室2厅 | 90.44平米 | 东 | 简装 | 高楼层(共22层) | 2008年建 | 板塔结合,0人关注 / 16天以前发布,110,"12,163元/平"
合能耀之城 2室1厅 东,合能耀之城 -SM广场,2室1厅 | 46.94平米 | 东 | 精装 | 低楼层(共27层) | 2010年建 | 板塔结合,2人关注 / 15天以前发布,99.8,"21,262元/平"
都市人家二期 2室1厅 东,都市人家二期 -一品天下,2室1厅 | 72.6平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 15天以前发布,78,"10,744元/平"
九峰花园 2室1厅 东南,九峰花园 -花照壁,2室1厅 | 88.41平米 | 东南 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,2人关注 / 10天以前发布,115,"13,008元/平"
多弗国际中心 2室1厅 南,多弗国际中心 -东郊记忆,2室1厅 | 64.06平米 | 南 | 精装 | 高楼层(共37层) | 2016年建 | 塔楼,2人关注 / 12天以前发布,136,"21,231元/平"
阳曦芙蓉城 2室1厅 西南,阳曦芙蓉城 -茶店子,2室1厅 | 75.58平米 | 西南 | 精装 | 低楼层(共30层) | 2009年建 | 板塔结合,0人关注 / 14天以前发布,148,"19,582元/平"
大观祥苑 1室1厅 东,大观祥苑 -川师,1室1厅 | 49.06平米 | 东 | 简装 | 中楼层(共22层)  | 板塔结合,1人关注 / 14天以前发布,69,"14,065元/平"
天府名苑 2室1厅 西南,天府名苑 -九里堤,2室1厅 | 74.71平米 | 西南 | 简装 | 中楼层(共8层) | 2002年建 | 板塔结合,1人关注 / 14天以前发布,85,"11,378元/平"
傲城 2室2厅 西南,傲城 -犀浦,2室2厅 | 66.89平米 | 西南 | 精装 | 中楼层(共31层) | 2015年建 | 板塔结合,1人关注 / 11天以前发布,95,"14,203元/平"
宇众悦府 2室1厅 西北,宇众悦府 -犀浦,2室1厅 | 48.83平米 | 西北 | 精装 | 高楼层(共23层) | 2013年建 | 板塔结合,0人关注 / 10天以前发布,89,"18,227元/平"
香格里拉花园 2室1厅 南,香格里拉花园 -贝森,2室1厅 | 88.49平米 | 南 | 简装 | 中楼层(共12层) | 2002年建 | 板楼,0人关注 / 9天以前发布,189,"21,359元/平"
金沙云庭 2室1厅 东南,金沙云庭 -金沙,2室1厅 | 80.1平米 | 东南 | 精装 | 低楼层(共12层) | 2012年建 | 板楼,5人关注 / 10天以前发布,285,"35,581元/平"
汉嘉国际 3室2厅 东 南,汉嘉国际 -新都城区,3室2厅 | 130.03平米 | 东 南 | 简装 | 低楼层(共11层) | 2018年建 | 板塔结合,1人关注 / 13天以前发布,154.6,"11,890元/平"
金科一城 2室1厅 北,金科一城 -动物园,2室1厅 | 49.25平米 | 北 | 简装 | 低楼层(共18层) | 2011年建 | 塔楼,3人关注 / 10天以前发布,76,"15,432元/平"
白鸽岛尚 2室1厅 西,白鸽岛尚 -高家庄,2室1厅 | 77.08平米 | 西 | 精装 | 高楼层(共19层) | 2008年建 | 板塔结合,1人关注 / 10天以前发布,106,"13,752元/平"
清溪雅筑 2室1厅 西,清溪雅筑 -万家湾,2室1厅 | 73.58平米 | 西 | 精装 | 中楼层(共18层) | 2012年建 | 塔楼,1人关注 / 9天以前发布,122,"16,581元/平"
金科一城 2室1厅 西,金科一城 -动物园,2室1厅 | 67.36平米 | 西 | 精装 | 中楼层(共20层) | 2009年建 | 塔楼,2人关注 / 12天以前发布,125,"18,558元/平"
新都国际广场二期 2室1厅 东,新都国际广场二期 -新都城区,2室1厅 | 60.18平米 | 东 | 精装 | 高楼层(共29层)  | 塔楼,2人关注 / 13天以前发布,59,"9,804元/平"
交大智能六期 2室1厅 南,交大智能六期 -九里堤,2室1厅 | 71.25平米 | 南 | 精装 | 低楼层(共7层) | 2000年建 | 板楼,4人关注 / 8天以前发布,75,"10,527元/平"
世豪嘉柏 2室2厅 西南,世豪嘉柏 -草金立交,2室2厅 | 72.42平米 | 西南 | 精装 | 中楼层(共22层) | 2014年建 | 板塔结合,1人关注 / 12天以前发布,146.6,"20,244元/平"
汇厦少城锦官郡 2室1厅 东南,汇厦少城锦官郡 -人民公园,2室1厅 | 69.94平米 | 东南 | 精装 | 低楼层(共33层) | 2017年建 | 板塔结合,2人关注 / 15天以前发布,215,"30,741元/平"
光华街1号院 1室1厅 南,光华街1号院 -盐市口,1室1厅 | 42.48平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,3人关注 / 11天以前发布,125,"29,426元/平"
依云岭 3室2厅 东,依云岭 -金堂,3室2厅 | 91平米 | 东 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 6天以前发布,63.8,"7,011元/平"
万科锦西润园 4室2厅 东南,万科锦西润园 -高家庄,4室2厅 | 118平米 | 东南 | 精装 | 高楼层(共24层) | 2018年建 | 板塔结合,3人关注 / 11天以前发布,238,"20,170元/平"
北大资源颐和雅郡 3室2厅 东南,北大资源颐和雅郡 -新津,3室2厅 | 96.68平米 | 东南 | 精装 | 高楼层(共14层)  | 板塔结合,2人关注 / 10天以前发布,112,"11,585元/平"
汉嘉国际 3室2厅 南,汉嘉国际 -新都城区,3室2厅 | 92.29平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 15天以前发布,117,"12,678元/平"
外化成五里墩中一巷9号院 3室1厅 东南,外化成五里墩中一巷9号院 -一品天下,3室1厅 | 66平米 | 东南 | 毛坯 | 中楼层(共7层) | 1998年建 | 板楼,0人关注 / 13天以前发布,72,"10,910元/平"
蓝光观岭国际社区翡翠湾 3室2厅 东南,蓝光观岭国际社区翡翠湾 -金堂,3室2厅 | 93.43平米 | 东南 | 精装 | 中楼层(共28层)  | 板塔结合,1人关注 / 16天以前发布,59.8,"6,401元/平"
中海锦城一期 3室1厅 南,中海锦城一期 -簇桥,3室1厅 | 92.38平米 | 南 | 精装 | 低楼层(共14层) | 2011年建 | 板楼,2人关注 / 15天以前发布,190,"20,568元/平"
北辰南湖香麓 3室2厅 北,北辰南湖香麓 -南湖,3室2厅 | 109.49平米 | 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 14天以前发布,225,"20,550元/平"
中铁西郡英华二期 3室1厅 东南,中铁西郡英华二期 -红光,3室1厅 | 92平米 | 东南 | 精装 | 高楼层(共31层) | 2013年建 | 板塔结合,0人关注 / 11天以前发布,95,"10,327元/平"
同湾春晓 3室2厅 东,同湾春晓 -青白江,3室2厅 | 96.8平米 | 东 | 毛坯 | 高楼层(共6层)  | 塔楼,1人关注 / 14天以前发布,33.8,"3,492元/平"
天山名苑 2室1厅 东南,天山名苑 -新津,2室1厅 | 90.13平米 | 东南 | 毛坯 | 中楼层(共11层) | 2016年建 | 板楼,0人关注 / 4天以前发布,70.6,"7,834元/平"
西花汀 3室2厅 西北,西花汀 -珠江新城,3室2厅 | 122.22平米 | 西北 | 毛坯 | 中楼层(共11层) | 2008年建 | 板楼,2人关注 / 12天以前发布,148,"12,110元/平"
和信孔雀天成 3室1厅 东南,和信孔雀天成 -温江新城,3室1厅 | 126.77平米 | 东南 | 精装 | 低楼层(共33层) | 2015年建 | 板塔结合,0人关注 / 9天以前发布,175,"13,805元/平"
华润公园九里三期 4室2厅 南 北,华润公园九里三期 -蛟龙港,4室2厅 | 127.78平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,1人关注 / 12天以前发布,220,"17,218元/平"
恒大新城一期 3室2厅 西南,恒大新城一期 -光华大道沿线,3室2厅 | 117.41平米 | 西南 | 精装 | 中楼层(共30层)  | 板塔结合,2人关注 / 10天以前发布,145,"12,350元/平"
中海锦江城云熙一期 3室2厅 南,中海锦江城云熙一期 -南湖,3室2厅 | 110.67平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,1人关注 / 8天以前发布,258,"23,313元/平"
金阳易诚国际 2室1厅 南,金阳易诚国际 -外光华,2室1厅 | 59.74平米 | 南 | 精装 | 中楼层(共22层) | 2010年建 | 塔楼,0人关注 / 7天以前发布,125,"20,925元/平"
博闻时代锦汇 2室1厅 东北,博闻时代锦汇 -八里小区,2室1厅 | 83.82平米 | 东北 | 毛坯 | 中楼层(共27层) | 2017年建 | 塔楼,1人关注 / 7天以前发布,158,"18,850元/平"
