标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
天下荣郡 2室2厅 南 北,天下荣郡 -高陵,2室2厅 | 87.86平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,85,"9,675元/平"
恒大嘉里公馆 1室0厅 南,恒大嘉里公馆 -城东,1室0厅 | 34.67平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,1人关注 / 29天以前发布,32,"9,230元/平"
龙湖香醍国际社区 1室0厅 西,龙湖香醍国际社区 -安装四处,1室0厅 | 39.07平米 | 西 | 简装 | 高楼层(共32层)  | 板塔结合,0人关注 / 21天以前发布,43,"11,006元/平"
嘉天SMART 1室0厅 北,嘉天SMART -城西,1室0厅 | 32.93平米 | 北 | 精装 | 低楼层(共32层)  | 塔楼,0人关注 / 30天以前发布,49,"14,881元/平"
城市风景夏日景色一期 1室0厅 北,城市风景夏日景色一期 -高新六路,1室0厅 | 44.7平米 | 北 | 其他 | 32层  | 板塔结合,0人关注 / 20天以前发布,93.5,"20,918元/平"
中海紫御华府 1室0厅 南,中海紫御华府 -曲江,1室0厅 | 42.31平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 27天以前发布,109,"25,763元/平"
天朗大兴郡 1室0厅 北,天朗大兴郡 -城西,1室0厅 | 34.07平米 | 北 | 精装 | 高楼层(共26层)  | 板塔结合,1人关注 / 27天以前发布,43,"12,622元/平"
融创天朗珑府 4室2厅 南 北,融创天朗珑府 -长安,4室2厅 | 141.52平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,365,"25,792元/平"
紫薇田园都市A区 2室2厅 南 北,紫薇田园都市A区 -紫薇田园都市,2室2厅 | 91.81平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,196,"21,349元/平"
万科金域蓝湾 3室2厅 南 北,万科金域蓝湾 -广泰门,3室2厅 | 94.36平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,185,"19,606元/平"
恒大江湾 3室2厅 南,恒大江湾 -国际港务区,3室2厅 | 86.59平米 | 南 | 精装 | 中楼层(共13层)  | 塔楼,3人关注 / 2个月以前发布,110,"12,704元/平"
高科新花园 3室2厅 南 西,高科新花园 -高新六路,3室2厅 | 142.96平米 | 南 西 | 精装 | 高楼层(共30层)  | 板塔结合,35人关注 / 一年前发布,280,"19,586元/平"
吉源美郡 2室2厅 南 北,吉源美郡 -长安,2室2厅 | 86.6平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,110,"12,703元/平"
兰乔国际城 2室2厅 南,兰乔国际城 -长安,2室2厅 | 73.28平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,2人关注 / 2个月以前发布,111,"15,148元/平"
大华阳光曼哈顿 4室2厅 南 北,大华阳光曼哈顿 -高新三小,4室2厅 | 140.91平米 | 南 北 | 精装 | 34层  | 板楼,3人关注 / 6个月以前发布,238,"16,891元/平"
荟金梦想家 2室2厅 东 西,荟金梦想家 -高陵,2室2厅 | 83.41平米 | 东 西 | 精装 | 高楼层(共9层)  | 板塔结合,1人关注 / 2个月以前发布,75,"8,992元/平"
紫薇田园都市C区 3室2厅 北 南,紫薇田园都市C区 -紫薇田园都市,3室2厅 | 125.23平米 | 北 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,169,"13,496元/平"
天沁园 1室1厅 东北,天沁园 -长安,1室1厅 | 47.26平米 | 东北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,49,"10,369元/平"
新一代北城国际 2室2厅 南 北,新一代北城国际 -城北,2室2厅 | 99.16平米 | 南 北 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 28天以前发布,137,"13,817元/平"
普华熙岸 2室2厅 南 北,普华熙岸 -纺织城,2室2厅 | 88.33平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 22天以前发布,125,"14,152元/平"
满堂悦MOMA 2室1厅 南,满堂悦MOMA -锦业路,2室1厅 | 75.68平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 27天以前发布,128,"16,914元/平"
西铁大明宫小区 2室1厅 南 北,西铁大明宫小区 -经开南,2室1厅 | 66.3平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 19天以前发布,67.8,"10,227元/平"
华远君城 2室1厅 东 南,华远君城 -城北,2室1厅 | 83.47平米 | 东 南 | 精装 | 中楼层(共30层)  | 板塔结合,0人关注 / 24天以前发布,115,"13,778元/平"
魏玛公馆 2室1厅 南,魏玛公馆 -经开北,2室1厅 | 50.45平米 | 南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 24天以前发布,129,"25,570元/平"
紫落澜庭 1室0厅 北,紫落澜庭 -城东,1室0厅 | 37.41平米 | 北 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 23天以前发布,47,"12,564元/平"
澜泊湾 2室1厅 南,澜泊湾 -临潼,2室1厅 | 38.08平米 | 南 | 精装 | 高楼层(共20层)  | 板塔结合,1人关注 / 19天以前发布,60,"15,757元/平"
中铁缤纷南郡 2室2厅 南 北,中铁缤纷南郡 -陕西大会堂,2室2厅 | 85.98平米 | 南 北 | 精装 | 33层  | 板塔结合,2人关注 / 30天以前发布,188,"21,866元/平"
公园南路115街坊 2室1厅 南 北,公园南路115街坊 -城东,2室1厅 | 65.3平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 21天以前发布,65,"9,955元/平"
坤元TIME 2室1厅 西南,坤元TIME -高新三小,2室1厅 | 80.4平米 | 西南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 24天以前发布,192,"23,881元/平"
明德门北社区 2室1厅 南 北,明德门北社区 -城南,2室1厅 | 56.21平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 29天以前发布,60.5,"10,764元/平"
南郊铁路局家属院 2室1厅 南 北,南郊铁路局家属院 -城东,2室1厅 | 58.69平米 | 南 北 | 简装 | 低楼层(共5层)  | 板塔结合,0人关注 / 20天以前发布,175,"29,818元/平"
兴盛园 1室1厅 东南 南,兴盛园 -经开南,1室1厅 | 49.76平米 | 东南 南 | 精装 | 高楼层(共27层)  | 塔楼,1人关注 / 22天以前发布,55.5,"11,154元/平"
黄金嘉园 2室2厅 西,黄金嘉园 -唐延路,2室2厅 | 73.25平米 | 西 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 20天以前发布,106,"14,471元/平"
仕嘉公寓A区（绿地世纪城） 1室1厅 南,仕嘉公寓A区（绿地世纪城） -锦业路,1室1厅 | 63.91平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 20天以前发布,127,"19,872元/平"
万华园琳苑小区 1室1厅 南,万华园琳苑小区 -城北,1室1厅 | 47.29平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 17天以前发布,60,"12,688元/平"
金茂紫庭 2室1厅 东南,金茂紫庭 -安装四处,2室1厅 | 72.38平米 | 东南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 17天以前发布,94,"12,988元/平"
西航外招小区北区 2室1厅 南,西航外招小区北区 -经开北,2室1厅 | 62.47平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 22天以前发布,72,"11,526元/平"
中铁缤纷南郡 2室2厅 南,中铁缤纷南郡 -陕西大会堂,2室2厅 | 87.16平米 | 南 | 其他 | 32层  | 板塔结合,0人关注 / 27天以前发布,202,"23,176元/平"
龙城铭园二期 2室1厅 东北,龙城铭园二期 -鱼化寨,2室1厅 | 68.34平米 | 东北 | 其他 | 32层  | 板塔结合,0人关注 / 24天以前发布,125,"18,291元/平"
民航社区 1室1厅 南,民航社区 -城西,1室1厅 | 44.07平米 | 南 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 24天以前发布,43,"9,758元/平"
紫薇田园都市D区 2室2厅 南 北,紫薇田园都市D区 -紫薇田园都市,2室2厅 | 98.42平米 | 南 北 | 精装 | 12层  | 板塔结合,0人关注 / 23天以前发布,187,"19,001元/平"
棉麻公司家属院  2室1厅 南,棉麻公司家属院  -城东,2室1厅 | 58.25平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 24天以前发布,56.5,"9,700元/平"
万科高新华府 2室1厅 西,万科高新华府 -长安,2室1厅 | 69.94平米 | 西 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 15天以前发布,131,"18,731元/平"
阳光台 1室1厅 南,阳光台 -城西,1室1厅 | 56.24平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 28天以前发布,73,"12,981元/平"
西安铁路工程大学家属院 2室1厅 南 北,西安铁路工程大学家属院 -城南,2室1厅 | 59.76平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 29天以前发布,67,"11,212元/平"
聚馨佳苑 2室1厅 北 南,聚馨佳苑 -城西,2室1厅 | 60.78平米 | 北 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 24天以前发布,72.5,"11,929元/平"
华清学府城 2室2厅 北,华清学府城 -安装四处,2室2厅 | 71.42平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 28天以前发布,99,"13,862元/平"
双威理想城 2室2厅 西南,双威理想城 -经开北,2室2厅 | 77.75平米 | 西南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 16天以前发布,121,"15,563元/平"
融侨馨苑 2室2厅 西南,融侨馨苑 -城南,2室2厅 | 94.25平米 | 西南 | 精装 | 16层  | 板楼,2人关注 / 29天以前发布,163,"17,295元/平"
瑞泰卡地亚 2室2厅 南,瑞泰卡地亚 -经开北,2室2厅 | 90.76平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 27天以前发布,135.5,"14,930元/平"
苏格兰风笛 2室1厅 西南,苏格兰风笛 -曲江,2室1厅 | 99.5平米 | 西南 | 简装 | 低楼层(共26层)  | 塔楼,0人关注 / 22天以前发布,108,"10,855元/平"
西安市公路研究院家属院 2室1厅 南 北,西安市公路研究院家属院 -李家村,2室1厅 | 55.7平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,5人关注 / 23天以前发布,40,"7,182元/平"
珠江新城北区 2室2厅 南,珠江新城北区 -经开南,2室2厅 | 87.37平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,1人关注 / 28天以前发布,109,"12,476元/平"
魏玛公馆 1室1厅 北,魏玛公馆 -经开北,1室1厅 | 47.88平米 | 北 | 精装 | 中楼层(共24层)  | 板塔结合,0人关注 / 27天以前发布,109,"22,766元/平"
城市风景夏日景色二期 2室1厅 南,城市风景夏日景色二期 -高新六路,2室1厅 | 78平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 24天以前发布,124,"15,898元/平"
裕昌太阳城 2室2厅 南 北,裕昌太阳城 -城南,2室2厅 | 96.43平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,3人关注 / 26天以前发布,152,"15,763元/平"
浅水湾澜园 4室2厅 南 北,浅水湾澜园 -纺织城,4室2厅 | 157.9平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 25天以前发布,250,"15,833元/平"
红星紫御半山 3室2厅 南,红星紫御半山 -长安,3室2厅 | 133.57平米 | 南 | 其他 | 高楼层(共9层)  | 板楼,1人关注 / 25天以前发布,246,"18,418元/平"
紫薇西棠北区 3室2厅 南 北,紫薇西棠北区 -城西,3室2厅 | 117.44平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,4人关注 / 23天以前发布,186,"15,838元/平"
蔚蓝花城七色镇B区 2室2厅 南 北,蔚蓝花城七色镇B区 -城西,2室2厅 | 81.75平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,130,"15,903元/平"
一品南山 2室2厅 东,一品南山 -长安,2室2厅 | 80.47平米 | 东 | 毛坯 | 中楼层(共30层)  | 板塔结合,2人关注 / 26天以前发布,100,"12,427元/平"
天地源万熙天地.蘭园 3室2厅 南 北,天地源万熙天地.蘭园 -城南,3室2厅 | 131.63平米 | 南 北 | 毛坯 | 32层  | 板塔结合,1人关注 / 27天以前发布,265,"20,133元/平"
蔚蓝花城七色镇B区 2室2厅 南 北,蔚蓝花城七色镇B区 -城西,2室2厅 | 81.75平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,130,"15,903元/平"
天地源万熙天地.蘭园 3室2厅 南 北,天地源万熙天地.蘭园 -城南,3室2厅 | 131.63平米 | 南 北 | 毛坯 | 32层  | 板塔结合,1人关注 / 27天以前发布,265,"20,133元/平"
华润二十四城二期 3室1厅 南 北,华润二十四城二期 -西咸,3室1厅 | 90.83平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 21天以前发布,135,"14,863元/平"
长安园配套公寓小区东区 2室2厅 南,长安园配套公寓小区东区 -紫薇田园都市,2室2厅 | 85.25平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 24天以前发布,102,"11,965元/平"
阳光台 3室2厅 西南,阳光台 -城西,3室2厅 | 113.47平米 | 西南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,175,"15,423元/平"
龙湖景粼天序 3室2厅 南 北,龙湖景粼天序 -经开北,3室2厅 | 143平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 29天以前发布,360,"25,175元/平"
曲江美好时光 3室1厅 南,曲江美好时光 -曲江,3室1厅 | 93.82平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 28天以前发布,175,"18,653元/平"
万达天玺 3室2厅 南,万达天玺 -高新三小,3室2厅 | 109.18平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 31天以前发布,358,"32,790元/平"
盛世长安 3室2厅 南 北,盛世长安 -长安,3室2厅 | 127.48平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 18天以前发布,172,"13,493元/平"
沣华熙城 3室1厅 南,沣华熙城 -西咸,3室1厅 | 99.26平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 31天以前发布,140,"14,105元/平"
金源皇家园林 3室2厅 南 北,金源皇家园林 -经开南,3室2厅 | 137.97平米 | 南 北 | 精装 | 高楼层(共29层)  | 板塔结合,4人关注 / 18天以前发布,159,"11,525元/平"
绿地与湖南区 3室2厅 南 北,绿地与湖南区 -雁鸣湖,3室2厅 | 108.71平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板楼,5人关注 / 26天以前发布,173,"15,914元/平"
罗马嘉园 2室1厅 北,罗马嘉园 -广泰门,2室1厅 | 51.88平米 | 北 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 18天以前发布,98,"18,890元/平"
乾基九境城 2室1厅 南,乾基九境城 -高陵,2室1厅 | 77平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 27天以前发布,60.8,"7,897元/平"
九锦台 3室2厅 北 南,九锦台 -黄雁村,3室2厅 | 169.45平米 | 北 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 27天以前发布,375,"22,131元/平"
万科翡翠天誉 3室2厅 南,万科翡翠天誉 -鱼化寨,3室2厅 | 131.77平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 26天以前发布,350,"26,562元/平"
龙记玖玺 3室2厅 南 北,龙记玖玺 -经开北,3室2厅 | 117.54平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 21天以前发布,134,"11,401元/平"
春晓华苑 3室2厅 东南,春晓华苑 -城西,3室2厅 | 95.28平米 | 东南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 21天以前发布,152,"15,953元/平"
和润坊 3室2厅 南 西南,和润坊 -城东,3室2厅 | 118.62平米 | 南 西南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 30天以前发布,155,"13,067元/平"
华府御城 2室2厅 南 北,华府御城 -城西,2室2厅 | 94.23平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 22天以前发布,117.4,"12,459元/平"
阳光城PLUS 3室2厅 南,阳光城PLUS -曲江,3室2厅 | 94.36平米 | 南 | 精装 | 高楼层(共20层)  | 板塔结合,2人关注 / 21天以前发布,217,"22,998元/平"
御锦城繁花里 2室1厅 东北,御锦城繁花里 -浐河西路,2室1厅 | 70.25平米 | 东北 | 精装 | 高楼层(共28层)  | 板塔结合,1人关注 / 25天以前发布,106,"15,089元/平"
祥华苑小区 2室2厅 南 北,祥华苑小区 -城北,2室2厅 | 68.84平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,3人关注 / 24天以前发布,72,"10,460元/平"
阳光城丽兹公馆 3室1厅 南,阳光城丽兹公馆 -曲江,3室1厅 | 89.26平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 29天以前发布,185,"20,726元/平"
紫薇西棠北区 3室2厅 南 北,紫薇西棠北区 -城西,3室2厅 | 133.83平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 塔楼,0人关注 / 19天以前发布,284,"21,221元/平"
碧桂园凤凰城·天颂 3室2厅 南,碧桂园凤凰城·天颂 -经开北,3室2厅 | 95.65平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,3人关注 / 21天以前发布,141.8,"14,825元/平"
绿城西安全运村采薇苑 3室2厅 南 北,绿城西安全运村采薇苑 -国际港务区,3室2厅 | 126平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 26天以前发布,260,"20,635元/平"
保利天悦三期 4室2厅 南 北,保利天悦三期 -鱼化寨,4室2厅 | 142.98平米 | 南 北 | 精装 | 24层  | 板楼,55人关注 / 24天以前发布,445,"31,124元/平"
华尔兹花园 3室2厅 南 北,华尔兹花园 -曲江,3室2厅 | 135.1平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,180,"13,324元/平"
隆基泰和万和郡 3室2厅 南 北,隆基泰和万和郡 -西咸,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 24天以前发布,84.5,"8,204元/平"
隆基泰和万和郡 3室1厅 南,隆基泰和万和郡 -西咸,3室1厅 | 96平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 26天以前发布,83,"8,646元/平"
金辉高新云璟 3室1厅 南 北,金辉高新云璟 -城西,3室1厅 | 107.88平米 | 南 北 | 精装 | 34层  | 塔楼,1人关注 / 23天以前发布,223,"20,672元/平"
天地源万熙天地.蘭园 3室1厅 南 北,天地源万熙天地.蘭园 -城南,3室1厅 | 129.59平米 | 南 北 | 毛坯 | 30层  | 板塔结合,0人关注 / 27天以前发布,282,"21,761元/平"
紫薇东进 2室1厅 南,紫薇东进 -城北,2室1厅 | 79.77平米 | 南 | 毛坯 | 中楼层(共24层)  | 板楼,5人关注 / 29天以前发布,115,"14,417元/平"
陆港滨海湾 2室2厅 南 北,陆港滨海湾 -国际港务区,2室2厅 | 99.66平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 20天以前发布,119,"11,941元/平"
公园南路115街坊 3室2厅 东,公园南路115街坊 -城东,3室2厅 | 124.45平米 | 东 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 22天以前发布,161,"12,937元/平"
万科城润园 3室2厅 南 北,万科城润园 -长安,3室2厅 | 90平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 25天以前发布,169.8,"18,867元/平"
隆基泰和万和郡 3室2厅 南 北,隆基泰和万和郡 -西咸,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 24天以前发布,84.5,"8,204元/平"
万科翡翠国宾C地块 3室2厅 南,万科翡翠国宾C地块 -陕西大会堂,3室2厅 | 120.24平米 | 南 | 精装 | 25层  | 板塔结合,0人关注 / 29天以前发布,350,"29,109元/平"
庆华长安家园 3室1厅 南,庆华长安家园 -浐灞周边,3室1厅 | 88.82平米 | 南 | 简装 | 低楼层(共27层)  | 板塔结合,3人关注 / 30天以前发布,114,"12,835元/平"
大华曲江公园世家六期 3室2厅 南,大华曲江公园世家六期 -曲江,3室2厅 | 94.2平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 26天以前发布,198,"21,020元/平"
融创天朗西安宸院 3室2厅 南 北,融创天朗西安宸院 -长安,3室2厅 | 123.37平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 21天以前发布,278,"22,534元/平"
滨江翡翠城 3室2厅 南,滨江翡翠城 -西咸,3室2厅 | 90.25平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 1个月以前发布,95,"10,527元/平"
世家星城3期E区 3室2厅 南 北,世家星城3期E区 -城南,3室2厅 | 129.96平米 | 南 北 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,200,"15,390元/平"
维也纳森林 4室2厅 南 北,维也纳森林 -高陵,4室2厅 | 143.27平米 | 南 北 | 精装 | 3层  | 板楼 | 联排别墅 ,74人关注 / 一年前发布,165,"11,517元/平"
自然界云宸 4室2厅 南 北,自然界云宸 -浐河西路,4室2厅 | 177.24平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 板楼,17人关注 / 7个月以前发布,465,"26,236元/平"
唐樾六和坊 3室2厅 南 北,唐樾六和坊 -城北,3室2厅 | 145.31平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,1人关注 / 2个月以前发布,205,"14,108元/平"
水电十五局家属院 4室2厅 南 北,水电十五局家属院 -高新一中,4室2厅 | 140.01平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,20人关注 / 6个月以前发布,148,"10,571元/平"
碧桂园凤凰城 4室2厅 南 北,碧桂园凤凰城 -经开北,4室2厅 | 143.43平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,249,"17,361元/平"
蓝光公园华府三期 4室2厅 南 北,蓝光公园华府三期 -西咸,4室2厅 | 143.27平米 | 南 北 | 毛坯 | 8层  | 板楼,9人关注 / 3个月以前发布,335,"23,383元/平"
海伦湾 5室1厅 南 北,海伦湾 -安装四处,5室1厅 | 164.18平米 | 南 北 | 毛坯 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,1人关注 / 1个月以前发布,435,"26,496元/平"
绿城西安全运村芳菲郡 3室2厅 南 北,绿城西安全运村芳菲郡 -国际港务区,3室2厅 | 139.7平米 | 南 北 | 毛坯 | 32层  | 板楼,0人关注 / 1个月以前发布,253,"18,111元/平"
华润置地未来城市DK6 4室2厅 南 北,华润置地未来城市DK6 -国际港务区,4室2厅 | 153平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 2个月以前发布,305,"19,935元/平"
维也纳森林 4室3厅 南 北,维也纳森林 -高陵,4室3厅 | 143.27平米 | 南 北 | 精装 | 3层  | 板楼,29人关注 / 一年前发布,165,"11,517元/平"
万科金域东郡 4室3厅 南 北,万科金域东郡 -矿山路,4室3厅 | 281.49平米 | 南 北 | 精装 | 低楼层(共8层)  | 板塔结合,4人关注 / 2个月以前发布,470,"16,697元/平"
华润置地未来城市DK6 3室2厅 南 北,华润置地未来城市DK6 -国际港务区,3室2厅 | 111.23平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,2人关注 / 1个月以前发布,205,"18,431元/平"
乾基九境城 4室2厅 南 北,乾基九境城 -高陵,4室2厅 | 124.51平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,138,"11,084元/平"
中城国际新岛 1室0厅 南,中城国际新岛 -经开南,1室0厅 | 66.06平米 | 南 | 精装 | 中楼层(共14层)  | 塔楼,5人关注 / 16天以前发布,41.8,"6,328元/平"
华润置地未来城市DK6 3室2厅 南 北,华润置地未来城市DK6 -国际港务区,3室2厅 | 129.48平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,220,"16,992元/平"
枫林九溪竹韵 4室1厅 西南 南,枫林九溪竹韵 -国际港务区,4室1厅 | 133.5平米 | 西南 南 | 精装 | 高楼层(共32层)  | 板楼,15人关注 / 4个月以前发布,215,"16,105元/平"
枫林九溪竹韵 4室1厅 西南 南,枫林九溪竹韵 -国际港务区,4室1厅 | 133.5平米 | 西南 南 | 精装 | 高楼层(共32层)  | 板楼,15人关注 / 4个月以前发布,215,"16,105元/平"
启迪佳莲未来科技城 2室1厅 南 北,启迪佳莲未来科技城 -西咸,2室1厅 | 72平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,1人关注 / 1个月以前发布,101,"14,028元/平"
阳光城PLUS 4室2厅 南 北,阳光城PLUS -曲江,4室2厅 | 143平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 2个月以前发布,405,"28,322元/平"
保利林语溪 4室2厅 南 北,保利林语溪 -浐灞周边,4室2厅 | 143.17平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,5人关注 / 8个月以前发布,192,"13,411元/平"
绿城全运村甘棠苑北苑 4室2厅 南 北,绿城全运村甘棠苑北苑 -国际港务区,4室2厅 | 142.7平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,16人关注 / 8个月以前发布,306,"21,444元/平"
辰宫双河湾 3室2厅 南,辰宫双河湾 -未央湖,3室2厅 | 126.8平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 4个月以前发布,116.8,"9,212元/平"
虹桥雅轩小区 3室2厅 西南,虹桥雅轩小区 -城北,3室2厅 | 126.19平米 | 西南 | 精装 | 低楼层(共22层)  | 塔楼,9人关注 / 11个月以前发布,142,"11,253元/平"
保利樾公馆 4室1厅 南,保利樾公馆 -城北,4室1厅 | 124.61平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,305,"24,477元/平"
祥华苑小区 5室2厅 南 北,祥华苑小区 -城北,5室2厅 | 162.82平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,2人关注 / 1个月以前发布,129.9,"7,979元/平"
融创天朗西安宸院 4室2厅 南 北,融创天朗西安宸院 -长安,4室2厅 | 193.99平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,4人关注 / 1个月以前发布,596,"30,724元/平"
绿城西安全运村子衿苑北苑 3室2厅 南 北,绿城西安全运村子衿苑北苑 -国际港务区,3室2厅 | 127.6平米 | 南 北 | 精装 | 33层  | 板楼,0人关注 / 1个月以前发布,230,"18,026元/平"
联盟新城 3室1厅 南 北,联盟新城 -城南,3室1厅 | 141.15平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板塔结合,8人关注 / 6个月以前发布,149,"10,557元/平"
红星紫御半山 4室2厅 南 北,红星紫御半山 -长安,4室2厅 | 335.92平米 | 南 北 | 简装 | 低楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,562,"16,731元/平"
白桦林团圆 4室2厅 北 南,白桦林团圆 -经开北,4室2厅 | 223平米 | 北 南 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,740,"33,184元/平"
